0.0,0.105184466,0.24729848,0.41957292,0.6147729,0.81774604,1.0552851,1.33766,1.6463964,1.9692614,2.3183086,2.6778579,3.0550237,3.4566462,3.876209,4.345872,4.8595376,5.392741,5.929119,6.477213,7.056257,7.656569,8.264517,8.884228,9.516007,10.157122,10.8030615,11.459442,12.123157,12.458209,13.484717,14.197279,14.930449,15.675995,16.44132,17.229708,18.038471,18.864744,19.700548,20.544737,21.404785,22.277319,23.1646,24.0704,25.003344,25.946095,26.914494,27.888578,28.879114,29.892513,30.914333,31.94475,32.982697,34.047504,35.12167,36.200245,37.28378,38.39109,38.950367,40.643124,41.780037,42.92372,44.074142,45.25593,46.460346,47.68441,48.93756,50.218227,51.50217,52.794395,54.10629,55.44975,56.80105,58.161335,59.537663,60.92001,62.308804,63.706676,65.11089,66.521866,67.93774,69.366936,70.804146,72.244896,73.69736,75.20321,76.72047,78.2512,79.80909,81.37781,82.954994,84.53772,86.127396,87.72793,89.332245,90.99069,92.69428,94.47308,96.268654,98.10797,100.0,
0.0,0.072979145,0.22220126,0.44548446,0.70297915,0.96940184,1.2465118,1.544165,1.8596447,2.1885455,2.552557,2.9438546,3.368583,3.8502796,4.354533,4.870835,5.4059253,5.9575543,6.5246463,7.113199,7.7203064,8.338,8.960686,9.603041,10.265864,10.937974,11.635326,12.344652,13.068553,13.4326105,14.556089,15.322743,16.10362,16.887806,17.689825,18.513128,19.343306,20.182112,21.031683,21.902613,22.786741,23.69774,24.624569,25.555729,26.492285,27.445213,28.404823,29.387821,30.38902,31.399158,32.420147,33.4477,34.478794,35.52228,36.5695,37.621647,38.68798,39.76818,40.31279,41.953327,43.0599,44.188934,45.34579,46.527267,47.718292,48.91269,50.11215,51.330444,52.557205,53.81042,55.07851,56.368584,57.67538,58.98766,60.320564,61.66883,63.022877,64.38289,65.75233,67.12887,68.52342,69.929184,71.34303,72.76347,74.19452,75.648865,77.12178,78.611374,80.11158,81.623,83.14091,84.67707,86.22317,87.77875,89.34637,90.95455,92.667755,94.41532,96.183846,98.062546,100.0,
0.0,0.048133206,0.20845328,0.4357243,0.7002491,0.988242,1.285723,1.6016911,1.95271,2.3188715,2.7104142,3.1334362,3.569334,4.0599566,4.574276,5.1037683,5.6455398,6.1979575,6.7618146,7.3517323,7.967606,8.587605,9.213718,9.856932,10.512959,11.174678,11.850092,12.550808,13.256787,13.6144495,14.703236,15.445037,16.20926,16.993813,17.798304,18.614609,19.43662,20.265783,21.118715,22.037823,22.968693,23.91687,24.86564,25.827854,26.799215,27.780949,28.7752,29.784777,30.819422,31.861647,32.908543,33.963326,35.024616,36.08974,37.163246,38.242634,39.32429,40.415073,40.962196,42.615288,43.72554,44.866135,46.02343,47.191753,48.36534,49.54305,50.731922,51.935524,53.146606,54.36876,55.59999,56.841003,58.09333,59.353477,60.622284,61.903606,63.20001,64.505646,65.82726,67.15654,68.49235,69.84118,71.219574,72.613045,74.02806,75.46509,76.92982,78.42493,79.94463,81.46831,83.01794,84.58132,86.16614,87.7684,89.38548,91.01065,92.654724,94.34714,96.12434,98.033104,100.0,
0.0,0.08848698,0.29371902,0.53601986,0.80364203,1.111991,1.4566157,1.81365,2.1787245,2.561148,2.951154,3.3556013,3.7791724,4.2244673,4.696117,5.2164702,5.7737184,6.3648944,6.9748855,7.5984674,8.226574,8.858218,9.503044,10.154066,10.809456,11.474678,12.145339,12.82607,13.520565,13.872831,14.9493475,15.711991,16.511013,17.326548,18.149656,18.981678,19.827868,20.695877,21.576378,22.47101,23.38482,24.308205,25.246859,26.197132,27.156013,28.12465,29.117817,30.114157,31.117733,32.13295,33.165966,34.207737,35.26187,36.31957,37.380013,38.442863,39.514553,40.599117,41.143288,42.813915,43.954174,45.096443,46.248463,47.414783,48.588207,49.768875,50.961647,52.166977,53.384415,54.61243,55.85289,57.109238,58.38465,59.672455,60.965813,62.262135,63.563755,64.873314,66.189125,67.513954,68.847916,70.19134,71.546265,72.922745,74.315765,75.722336,77.14326,78.579834,80.04628,81.55199,83.07053,84.60081,86.16002,87.75493,89.38468,91.04408,92.75603,94.49948,96.26499,98.05316,100.0,
0.0,0.061178762,0.23684104,0.48793358,0.77672863,1.0857234,1.4089042,1.7682567,2.1574523,2.5704188,2.9926724,3.4196496,3.8719885,4.3480983,4.8494053,5.3715677,5.901597,6.4530606,7.020643,7.610861,8.220985,8.856374,9.5153055,10.185479,10.872761,11.580525,12.308696,13.042476,13.794014,14.176952,15.332707,16.121893,16.920534,17.73466,18.565113,19.404802,20.254324,21.11385,21.9909,22.89315,23.816463,24.745302,25.689653,26.63897,27.593746,28.55876,29.538473,30.52127,31.506578,32.498985,33.506317,34.528717,35.55887,36.59337,37.646687,38.706566,39.77164,40.84602,41.390823,43.04662,44.16771,45.29193,46.422356,47.561646,48.706882,49.86979,51.045036,52.23714,53.434883,54.643772,55.86442,57.109943,58.3706,59.640152,60.924366,62.213173,63.515892,64.83831,66.17187,67.51456,68.86459,70.22407,71.58882,72.98269,74.39797,75.83513,77.2878,78.74602,80.21791,81.69555,83.18297,84.70106,86.25495,87.82939,89.44528,91.08038,92.763855,94.49012,96.2977,98.12339,100.0,
0.0,0.08344158,0.29640287,0.53968585,0.81533116,1.1466012,1.5005919,1.861596,2.2470143,2.6377769,3.0572283,3.5039177,3.9647348,4.434149,4.933604,5.4614177,6.0077834,6.5741267,7.1506033,7.729107,8.338508,8.979363,9.663155,10.363092,11.080922,11.82401,12.587671,13.359982,14.141771,14.5336075,15.716154,16.51478,17.331512,18.158255,18.997555,19.845951,20.702202,21.575657,22.46041,23.357872,24.262474,25.173037,26.090448,27.018732,27.955559,28.894106,29.852207,30.81905,31.79938,32.79569,33.809563,34.832214,35.864063,36.902813,37.944595,38.99116,40.05368,41.131096,41.67287,43.305183,44.40288,45.50559,46.61515,47.730602,48.858753,49.99749,51.144894,52.302834,53.474373,54.666756,55.878483,57.10072,58.32592,59.570316,60.827652,62.10223,63.39858,64.70042,66.010376,67.32941,68.654915,70.00339,71.359215,72.74837,74.14391,75.567604,76.99869,78.45728,79.94605,81.45056,82.97074,84.50544,86.070404,87.67311,89.3014,90.96419,92.65052,94.384,96.18372,98.05611,100.0,
0.0,0.14645085,0.34916642,0.6002096,0.90049833,1.2285839,1.5700165,1.9312873,2.305974,2.7000453,3.1260636,3.5782766,4.0439467,4.5203466,5.004586,5.518574,6.052418,6.6193604,7.1998525,7.803157,8.422841,9.108938,9.814565,10.524542,11.256629,11.997143,12.754885,13.530832,14.311491,14.704196,15.899374,16.705841,17.53189,18.360752,19.194366,20.036844,20.881485,21.727367,22.588583,23.46382,24.347466,25.24148,26.150303,27.078228,28.016932,28.961021,29.91345,30.873482,31.840681,32.818695,33.80927,34.806095,35.819084,36.83573,37.875717,38.921318,39.970234,41.028625,41.563774,43.19253,44.286064,45.39018,46.501495,47.62835,48.768288,49.91605,51.070824,52.245228,53.426018,54.610188,55.80013,56.999462,58.210167,59.436928,60.689304,61.961807,63.238144,64.52687,65.83177,67.15209,68.495285,69.86545,71.24941,72.642395,74.04063,75.44811,76.871346,78.321014,79.793106,81.286514,82.79461,84.32248,85.87536,87.44706,89.04687,90.67588,92.40165,94.19268,96.07433,97.974335,100.0,
0.0,0.1181952,0.31103143,0.56183684,0.8463671,1.1572348,1.4886819,1.8361622,2.207405,2.594219,2.9943938,3.4189258,3.865148,4.337596,4.8291097,5.3523893,5.8851213,6.441823,7.030766,7.640702,8.294921,8.961962,9.641056,10.326701,11.018101,11.727125,12.47406,13.228735,13.988724,14.372262,15.536453,16.320784,17.114437,17.917484,18.726274,19.548487,20.388313,21.249168,22.119112,22.997145,23.889736,24.788609,25.70259,26.622559,27.548159,28.476328,29.409239,30.353933,31.319042,32.3007,33.309048,34.33333,35.365013,36.40767,37.45616,38.511612,39.579075,40.652695,41.190956,42.82647,43.92802,45.034634,46.14991,47.2828,48.42167,49.57313,50.74309,51.91847,53.101074,54.294037,55.50049,56.732006,57.983383,59.237488,60.49664,61.76085,63.03731,64.34988,65.68039,67.02172,68.376335,69.7421,71.12077,72.51247,73.91987,75.33256,76.75439,78.18991,79.63519,81.09519,82.57167,84.08596,85.606094,87.18877,88.80587,90.47826,92.16763,93.97202,95.8951,97.88452,100.0,
0.0,0.07781643,0.2676329,0.51767373,0.78716516,1.0678722,1.3714299,1.681466,2.031758,2.392892,2.778077,3.1862829,3.628413,4.089239,4.569195,5.0729017,5.611257,6.1783314,6.780819,7.4015512,8.040672,8.684202,9.331947,10.0035515,10.675611,11.368441,12.075724,12.787882,13.511878,13.877807,15.007447,15.78691,16.580467,17.380396,18.192694,19.017735,19.848568,20.684086,21.524946,22.3807,23.25153,24.13514,25.024462,25.932709,26.857079,27.788158,28.728333,29.67844,30.644674,31.629227,32.623753,33.62325,34.641106,35.676712,36.72018,37.775097,38.844017,39.919205,40.461536,42.108875,43.21535,44.340992,45.478176,46.625713,47.780457,48.964413,50.160088,51.364246,52.575012,53.7996,55.045105,56.29823,57.55895,58.82324,60.092632,61.37184,62.658806,63.959328,65.276825,66.61085,67.96363,69.335785,70.72023,72.110374,73.507454,74.91983,76.34544,77.803505,79.2915,80.7887,82.29895,83.82498,85.36874,86.9364,88.52906,90.2293,91.98942,93.80111,95.68776,97.7811,100.0,
0.0,0.09975064,0.2665776,0.4885705,0.7403632,1.022544,1.3152511,1.6206434,1.9449208,2.2964618,2.6838872,3.1009648,3.535912,3.9943345,4.4624567,4.97611,5.5114202,6.054525,6.60383,7.1764736,7.7734947,8.385591,9.012663,9.653764,10.307917,10.984403,11.677142,12.384422,13.100346,13.465792,14.57598,15.33832,16.11381,16.894943,17.682047,18.485033,19.298979,20.129894,20.971474,21.824148,22.70261,23.58539,24.473616,25.378866,26.288216,27.207825,28.130571,29.070913,30.029587,30.999071,31.974396,32.961384,33.98291,35.014072,36.05157,37.092045,38.136887,39.196617,39.731762,41.359367,42.45663,43.570293,44.690598,45.829712,47.001366,48.184402,49.378956,50.590446,51.80577,53.026917,54.258106,55.50129,56.759705,58.03929,59.32042,60.611835,61.924427,63.245243,64.58574,65.94568,67.31185,68.689186,70.06969,71.462746,72.88116,74.30743,75.76984,77.25206,78.770996,80.29806,81.82974,83.37237,84.92552,86.50696,88.20006,89.971825,91.79152,93.62159,95.48197,97.62481,100.0,
