Low,Mid,High,LowPercent,MidPercent,HighPercent,LowAverage,MidAverage,HighAverage,MaxWealth,MinWealth,Gini
202,42,6,0.808,0.168,0.024,165.76793,468.8181,256.3333,1069.8251,11.028803,50.409929706715054
201,44,5,0.804,0.176,0.02,167.74376,470.879,258.98196,1086.6724,10.028803,49.83767520388938
202,43,5,0.808,0.172,0.02,169.64777,481.18945,263.99432,1113.6724,8.306759,50.08374360337621
200,45,5,0.8,0.18,0.02,171.56775,483.18103,269.16284,1124.3062,5.973426,49.65139771594841
200,45,5,0.8,0.18,0.02,167.75002,488.07565,270.02542,1139.1888,6.306759,50.720189558363934
201,44,5,0.804,0.176,0.02,169.24178,489.93524,273.3654,1157.0852,7.306759,50.752444356927306
202,44,4,0.808,0.176,0.016,170.54941,499.26456,273.1187,1188.0852,2.0,50.75256844643082
204,42,4,0.816,0.168,0.016,170.41133,509.09738,272.93683,1204.9325,2.0,51.45548158844759
205,41,4,0.82,0.164,0.016,175.42816,520.10187,279.7375,1223.9325,2.0,51.30802168636365
205,41,4,0.82,0.164,0.016,174.86331,527.55286,277.67856,1234.5663,3.0,51.75919419085404
207,39,4,0.828,0.156,0.016,175.6726,535.1985,281.18866,1249.449,4.0,52.71068873550394
207,39,4,0.828,0.156,0.016,177.9747,539.761,284.72592,1264.449,2.0,52.7669736428361
209,37,4,0.836,0.148,0.016,177.97966,548.0389,285.3116,1279.5629,1.0,53.7392019847448
212,34,4,0.848,0.136,0.016,180.94876,558.3562,284.69467,1306.5629,0.88303757,54.084752868916446
211,34,5,0.844,0.136,0.02,180.97237,552.4268,289.03766,1333.5629,1.3333335,53.902258405696564
211,35,4,0.844,0.14,0.016,183.09659,563.4341,294.03287,1348.5629,2.2326355,53.59686808254629
216,31,3,0.864,0.124,0.012,190.13644,577.1127,282.94058,1379.5629,6.0,52.83871612828808
217,30,3,0.868,0.12,0.012,192.96494,587.9246,284.92868,1390.1967,6.0,52.84392603275047
215,31,4,0.86,0.124,0.016,192.3388,577.18585,290.10083,1398.4193,3.0,52.83631740530837
215,31,4,0.86,0.124,0.016,189.63055,579.4838,292.3588,1405.6615,4.0,53.61000647229958
217,29,4,0.868,0.116,0.016,190.58072,599.4792,293.74625,1454.6615,5.0,54.55421821884375
214,32,4,0.856,0.128,0.016,186.83006,601.40857,296.52512,1461.7045,6.0,55.12179470709089
216,31,3,0.864,0.124,0.012,187.56049,614.0169,278.40942,1469.0759,2.000966,55.31803516665605
214,33,3,0.856,0.132,0.012,185.11964,616.33795,280.27805,1478.0162,7.0,55.58298318280868
218,31,1,0.872,0.124,0.004,184.65933,633.90015,263.1772,1509.0162,4.0,55.49796327103832
189,53,8,0.756,0.212,0.032,144.20657,477.64087,246.51164,1007.3662,4.00729,54.78583966134466
190,52,8,0.76,0.208,0.032,145.6368,485.6881,250.50023,1022.3662,3.7197323,54.98277964520094
195,49,6,0.78,0.196,0.024,149.4708,497.45206,246.32005,1053.3662,3.3798885,54.611989596414794
195,49,6,0.78,0.196,0.024,149.52284,504.0676,248.3847,1062.122,1.6767626,54.743353416815815
194,51,5,0.776,0.204,0.02,146.53183,506.07483,248.69052,1072.0264,1.0,55.50500081240717
197,49,4,0.788,0.196,0.016,144.23515,506.49136,241.09688,1087.0264,2.0,56.06314912197559
198,46,6,0.792,0.184,0.024,146.01231,505.95645,244.3042,1098.6421,3.0,56.39846737029075
203,43,4,0.812,0.172,0.016,146.52188,532.8513,239.33498,1129.6421,4.0,57.32554353307933
203,43,4,0.812,0.172,0.016,147.04424,532.8536,242.88512,1136.6421,5.0,56.798056470957825
204,41,5,0.816,0.164,0.02,150.88972,534.7497,246.6464,1151.6421,5.0,56.28981076859055
209,39,2,0.836,0.156,0.008,154.2847,550.3622,240.91235,1182.6421,4.0,55.70261646745349
184,53,13,0.736,0.212,0.052,127.27048,420.77106,241.46251,879.1188,5.1276684,54.89174860320782
186,52,12,0.744,0.208,0.048,127.52466,425.19632,239.71274,894.1188,3.0,54.92598755550353
190,52,8,0.76,0.208,0.032,125.40273,431.13513,228.28253,904.17346,2.0,55.206296474880226
193,48,9,0.772,0.192,0.036,128.17351,420.74963,230.09035,908.7698,1.0,54.23855459902371
195,46,9,0.78,0.184,0.036,130.33615,423.00162,231.51773,915.7698,5.370511,53.985152692264826
195,47,8,0.78,0.188,0.032,132.3028,428.8174,236.17679,925.4795,2.0264382,53.20269024887239
194,48,8,0.776,0.192,0.032,132.0741,429.437,239.79666,933.5286,3.666667,53.16683789910167
195,48,7,0.78,0.192,0.028,132.72655,434.7545,239.08275,941.2825,3.8666668,53.310764410016425
199,46,5,0.796,0.184,0.02,139.16078,455.91113,241.62213,980.2825,7.3691216,52.914019304487745
200,45,5,0.8,0.18,0.02,139.25514,442.97006,234.57925,987.2825,5.0,52.24919522431447
201,46,3,0.804,0.184,0.012,144.21846,459.1166,234.15317,995.3316,6.0,51.21819288581174
202,42,6,0.808,0.168,0.024,144.52213,451.84998,237.18611,1005.0413,5.0,51.39371005406429
202,43,5,0.808,0.172,0.02,145.58737,456.82495,240.65782,1015.8147,4.0,50.89741664168833
201,44,5,0.804,0.176,0.02,144.42532,452.7576,244.1071,1026.0073,2.983324,50.74321041943404
206,38,6,0.824,0.152,0.024,145.30484,445.14642,234.41414,1036.062,8.0,50.91762671920879
209,37,4,0.836,0.148,0.016,147.49336,470.94052,239.52722,1059.062,14.0,51.266913127969026
177,58,15,0.708,0.232,0.06,121.40867,342.4735,233.9169,733.3403,10.0,50.44143561382953
180,56,14,0.72,0.224,0.056,126.02431,353.80014,238.78915,749.00696,8.460273,50.09245456416101
178,58,14,0.712,0.232,0.056,128.78043,356.75845,247.12187,760.8233,4.9189663,49.53746598309227
177,58,15,0.708,0.232,0.06,128.37538,352.933,241.64824,755.7709,2.5856333,49.45401567745285
175,60,15,0.7,0.24,0.06,129.04572,353.976,243.67905,756.7709,6.0,48.94740407042264
179,57,14,0.716,0.228,0.056,136.8728,373.61496,251.95427,788.61426,7.0,48.20671469153604
181,55,14,0.724,0.22,0.056,140.29889,387.95312,257.44662,798.0304,5.785858,48.391365689923994
179,55,16,0.716,0.22,0.064,141.28934,384.22162,263.13608,799.88434,3.639782,48.459162804647356
176,58,16,0.704,0.232,0.064,141.62642,379.80237,264.5144,804.88434,4.0,48.28419797605603
173,60,17,0.692,0.24,0.068,143.70096,377.42157,272.11182,807.35956,1.5860486,47.75028695496986
171,60,19,0.684,0.24,0.076,145.60046,377.17435,278.47302,809.9023,9.055914,47.652333270278184
173,59,18,0.692,0.236,0.072,148.61238,386.80508,284.652,816.0939,9.0,47.632590718378204
172,59,19,0.688,0.236,0.076,147.00865,387.74997,288.3169,831.0939,4.0,48.57554081249692
165,64,21,0.66,0.256,0.084,142.0814,371.23157,279.91656,803.2492,1.0,48.53352174149587
164,64,22,0.656,0.256,0.088,143.28255,373.65378,287.35522,809.67096,0.0,48.74415851312734
163,65,22,0.652,0.26,0.088,142.64851,369.46832,288.39395,815.67096,2.0,48.54445691818183
165,63,22,0.66,0.252,0.088,145.50911,376.9893,292.37924,831.60724,1.0,48.82770936117232
170,61,19,0.68,0.244,0.076,143.72127,387.07758,279.12308,848.1689,10.944729,49.78797417851457
178,56,16,0.712,0.224,0.064,147.72345,412.6884,281.2171,894.1689,5.0,50.874652091733886
181,54,15,0.724,0.216,0.06,144.83134,416.547,282.29364,909.5926,6.0,52.45247669970559
187,51,12,0.748,0.204,0.048,148.61378,441.5894,275.6582,951.5926,3.0,53.10664244860528
188,50,12,0.752,0.2,0.048,147.78029,440.05515,276.58243,959.12427,6.0,53.3643439614898
185,53,12,0.74,0.212,0.048,149.39839,441.50565,283.42313,967.4504,7.2824526,52.780189274824814
184,54,12,0.736,0.216,0.048,150.76208,445.19104,289.35416,976.7505,6.6125307,52.61816605005152
183,56,11,0.732,0.224,0.044,149.63266,447.5955,280.99445,989.01276,5.8104467,52.86280718048511
181,58,11,0.724,0.232,0.044,145.60571,439.31277,277.96088,995.6254,3.0,53.18761638552315
186,55,9,0.744,0.22,0.036,146.05164,448.05368,270.29477,1007.6254,1.3333335,53.51408308188366
190,51,9,0.76,0.204,0.036,148.70428,457.5922,266.21573,1013.7874,2.1437802,53.768473572006776
188,53,9,0.752,0.212,0.036,146.82428,456.0266,267.89368,1015.7874,2.4771137,53.8288620337371
190,50,10,0.76,0.2,0.04,145.80328,447.11868,260.81274,1017.7874,0.14378047,53.77493406714621
187,53,10,0.748,0.212,0.04,141.59283,442.87067,264.51727,1019.7874,0.038197994,54.11017403346762
188,52,10,0.752,0.208,0.04,144.17136,449.41672,270.42267,1021.7874,11.3640995,53.89998446467508
179,57,14,0.716,0.228,0.056,138.9565,416.6681,271.44742,916.5239,10.3640995,52.82729272704456
179,57,14,0.716,0.228,0.056,139.00496,425.52713,276.71045,932.0898,6.0,53.52547882858199
178,58,14,0.712,0.232,0.056,139.01074,429.54227,281.00363,944.242,7.0,53.819915134343326
182,58,10,0.728,0.232,0.04,137.09825,431.68872,270.91827,954.5785,5.0,54.04747010776192
182,58,10,0.728,0.232,0.04,137.98518,436.26636,276.4134,965.78015,1.0,54.28130331629291
183,57,10,0.732,0.228,0.04,139.26625,441.0862,279.9238,978.1251,2.8174648,54.468876899150935
187,53,10,0.748,0.212,0.04,143.10771,455.2397,281.65668,1009.1251,6.0,54.69260330169346
186,54,10,0.744,0.216,0.04,139.37161,457.8303,283.82877,1012.1251,14.0,55.450084305470234
187,53,10,0.748,0.212,0.04,143.4058,467.58597,289.89017,1019.1251,3.0,55.12395117494089
191,50,9,0.764,0.2,0.036,146.8106,473.10654,285.3666,1034.691,4.0,54.56428913601122
193,49,8,0.772,0.196,0.032,148.36227,473.7306,280.15952,1046.8433,2.0,54.28831797849126
196,47,7,0.784,0.188,0.028,146.53358,473.00876,269.30765,1061.3972,2.0,54.74428241456554
199,47,4,0.796,0.188,0.016,148.61595,497.04718,265.97604,1110.3972,2.0,54.86263004845387
196,48,6,0.784,0.192,0.024,142.00154,466.82812,257.28372,1025.7031,2.0,54.868715093656654
197,47,6,0.788,0.188,0.024,139.51105,466.27972,250.54666,1031.9595,4.0,55.841017208251294
200,45,5,0.8,0.18,0.02,141.92041,474.3928,246.12746,1046.9595,3.3155813,55.42421191681934
200,46,4,0.8,0.184,0.016,145.73509,481.60492,248.28539,1051.3873,2.492237,54.379765053119634
205,41,4,0.82,0.164,0.016,147.42328,484.24286,237.40814,1057.639,1.3197026,54.59539779317311
205,41,4,0.82,0.164,0.016,148.11626,489.0624,240.46378,1060.1313,1.0,54.535266633891304
205,42,3,0.82,0.168,0.012,146.5315,490.65076,228.99335,1067.1313,5.0,54.663383619510576
204,42,4,0.816,0.168,0.016,150.58212,491.57767,236.29604,1068.707,5.0,54.164563443759114
205,40,5,0.82,0.16,0.02,151.29527,485.40536,238.41302,1070.0417,5.0,54.03136473184714
206,39,5,0.824,0.156,0.02,150.56908,494.04016,243.99573,1094.0417,5.8698864,54.90228373753781
196,45,9,0.784,0.18,0.036,138.28435,437.66705,241.23871,954.73175,5.1853714,55.27209825508181
193,47,10,0.772,0.188,0.04,139.62321,433.45258,248.42992,960.4729,4.0,54.5007946654514
196,44,10,0.784,0.176,0.04,142.47235,442.00388,248.87741,967.4132,2.0,54.43458286315582
193,47,10,0.772,0.188,0.04,144.41042,438.5592,255.76645,973.6359,2.0,53.61048648178258
197,42,11,0.788,0.168,0.044,148.49472,441.79056,254.08876,982.2697,0.0,53.71453073249723
198,41,11,0.792,0.164,0.044,150.08444,442.44342,253.64957,1003.2697,10.0,53.60524294878997
191,49,10,0.764,0.196,0.04,138.21513,416.64124,242.417,935.10266,5.0,53.767263292145806
192,48,10,0.768,0.192,0.04,138.10756,418.3767,247.32785,957.10266,4.0,54.32695221614268
193,48,9,0.772,0.192,0.036,140.48813,424.99924,246.69363,971.10266,3.0,53.88612671352167
193,47,10,0.772,0.188,0.04,142.036,429.38123,254.14114,980.65094,2.0,54.089068002984284
191,47,12,0.764,0.188,0.048,137.14752,405.14914,242.55779,911.55853,5.0,53.7928348358837
192,48,10,0.768,0.192,0.04,137.55307,410.9591,236.06778,925.98224,4.0,53.501527349370015
193,45,12,0.772,0.18,0.048,141.78761,410.13458,242.00246,940.3701,5.3999996,52.97516054201697
186,52,12,0.744,0.208,0.048,137.5988,392.73685,244.43347,903.9805,4.3999996,51.7868655222701
194,45,11,0.776,0.18,0.044,143.06305,412.86646,247.86458,952.9805,4.0,52.62112512830209
195,45,10,0.78,0.18,0.04,144.54129,419.2279,249.6108,967.10223,3.4110012,52.424074151633256
194,46,10,0.776,0.184,0.04,145.06343,425.4747,252.89719,977.67725,0.4110012,52.88340608888257
194,46,10,0.776,0.184,0.04,144.46771,434.27032,256.97888,987.01855,3.6000004,53.571775165764855
193,48,9,0.772,0.192,0.036,145.89285,438.74612,258.14743,1002.01855,3.4000006,52.80303222534713
194,47,9,0.776,0.188,0.036,148.91855,443.34372,264.36627,1017.3726,4.211772,52.55935714495718
193,49,8,0.772,0.196,0.032,150.32297,449.54767,264.23486,1033.413,4.8625007,52.03723244646972
194,48,8,0.776,0.192,0.032,150.60944,453.32532,264.11188,1049.6042,6.187024,52.56632814707701
194,48,8,0.776,0.192,0.032,155.15616,463.08163,271.03888,1066.7905,6.104229,52.027194694637735
195,49,6,0.78,0.196,0.024,155.35344,475.73816,276.02057,1080.4418,4.9278126,52.01065594120883
198,47,5,0.792,0.188,0.02,159.03108,487.4527,263.76663,1103.4418,3.0,51.58670300382801
202,45,3,0.808,0.18,0.012,159.68616,501.2573,249.4899,1126.4418,3.0,51.58385744065527
204,43,3,0.816,0.172,0.012,164.22215,509.6341,253.5075,1140.0887,4.8188715,50.90153404733429
206,41,3,0.824,0.164,0.012,162.01889,517.05505,251.90244,1156.8931,3.46848,51.755992481903384
205,42,3,0.82,0.168,0.012,164.74197,523.05743,257.62207,1173.8274,1.6327033,51.461566066433086
205,42,3,0.82,0.168,0.012,167.09825,532.1853,262.11765,1200.8274,15.0,51.24349026099663
208,40,2,0.832,0.16,0.008,169.96452,539.8885,260.53174,1227.8274,7.0,51.35245290985768
208,40,2,0.832,0.16,0.008,175.78441,551.66876,268.8443,1254.8274,10.0,50.73317081383721
210,38,2,0.84,0.152,0.008,182.48997,562.47424,273.35687,1303.8274,13.590195,50.02255116065498
189,54,7,0.756,0.216,0.028,156.5766,479.02866,267.34625,1016.7819,11.0,50.4775057463412
164,61,25,0.656,0.244,0.1,133.58835,380.76285,265.48978,793.41565,12.0,50.55871258419939
170,60,20,0.68,0.24,0.08,137.30089,402.1546,267.36523,842.41565,17.0,50.84098001985695
171,58,21,0.684,0.232,0.084,138.22017,401.8548,268.7262,849.7942,4.0,51.3144101608923
172,58,20,0.688,0.232,0.08,133.83115,396.70975,266.72162,857.90063,6.0,52.433308235180455
173,59,18,0.692,0.236,0.072,135.76578,401.74896,270.40225,866.7787,2.0,52.06484729362274
174,58,18,0.696,0.232,0.072,138.28796,410.12454,276.71033,876.0147,5.0,52.00888867348113
178,56,16,0.712,0.224,0.064,139.53522,416.72934,263.2404,886.15265,7.0,51.951394919364255
179,58,13,0.716,0.232,0.052,142.85857,425.18436,264.4926,899.12195,6.0,51.27955454472977
180,57,13,0.72,0.228,0.052,147.9374,433.83655,271.97653,922.12195,5.0,50.77948506355461
185,54,11,0.74,0.216,0.044,147.72884,442.52072,266.37042,935.6346,4.0,51.49821858536598
166,62,22,0.664,0.248,0.088,129.1237,362.96408,259.42398,803.5735,3.0,51.27505664775891
168,63,19,0.672,0.252,0.076,128.23134,368.66272,259.60126,811.0742,0.0,51.551823546556996
174,56,20,0.696,0.224,0.08,128.70372,371.94415,258.71667,817.58813,4.0,52.71542352403777
177,54,19,0.708,0.216,0.076,129.77367,377.88824,253.34096,825.8575,4.0,53.308559117358534
182,53,15,0.728,0.212,0.06,136.61311,401.5897,256.03204,873.8575,8.0,52.747527460145655
181,54,15,0.724,0.216,0.06,138.2341,405.1191,261.77783,875.8575,12.0,52.385824417651754
182,54,14,0.728,0.216,0.056,137.34354,408.1282,261.229,877.8575,9.0,52.48228690327961
184,51,15,0.736,0.204,0.06,138.00227,407.13953,258.08832,879.8575,5.0,53.09047056881537
182,54,14,0.728,0.216,0.056,138.14693,404.2226,256.50656,881.8575,8.0,52.11275557996124
185,51,14,0.74,0.204,0.056,142.30035,412.45526,258.57727,889.54785,16.0,51.74206962116296
184,52,14,0.736,0.208,0.056,142.35202,409.46707,261.3397,895.145,3.0,51.60689842729699
183,54,13,0.732,0.216,0.052,141.8225,413.40326,258.6954,885.82666,4.0,51.56468374410179
185,52,13,0.74,0.208,0.052,144.6454,423.17413,263.26328,902.10223,17.0,51.69793214963284
191,49,10,0.764,0.196,0.04,142.91263,418.9254,246.27722,915.5566,5.0,51.84516806244938
190,50,10,0.76,0.2,0.04,142.45436,423.15063,251.30745,927.2703,4.0,52.13344454100298
192,48,10,0.768,0.192,0.04,143.83945,431.86435,251.2037,942.5455,3.0,52.3444115592356
192,48,10,0.768,0.192,0.04,147.30876,439.74472,257.39334,946.5455,7.0,51.81849667259667
196,45,9,0.784,0.18,0.036,145.55327,445.78497,244.40334,966.5455,5.0,52.72480655314576
199,42,9,0.796,0.168,0.036,147.04153,455.7102,246.20619,982.82104,4.0,53.21958176975023
200,41,9,0.8,0.164,0.036,148.22699,460.49014,251.23064,990.82104,2.0,53.21363546093199
205,37,8,0.82,0.148,0.032,147.10146,453.42178,230.35959,1004.04645,2.0,53.37450945174351
204,39,7,0.816,0.156,0.028,144.36237,448.31805,217.77339,1002.04645,2.0,53.73753202116132
205,39,6,0.82,0.156,0.024,145.71747,457.38806,215.22104,1007.29895,2.0,53.129884141057126
205,40,5,0.82,0.16,0.02,145.07587,459.78287,217.73352,1016.62506,1.0,53.09451821672702
204,42,4,0.816,0.168,0.016,147.97871,464.0294,209.42958,1029.6002,0.0,51.828893201665785
203,42,5,0.812,0.168,0.02,148.07826,457.39658,214.7292,1045.988,6.5094995,51.681641345385295
196,44,10,0.784,0.176,0.04,144.03352,415.20056,214.53563,884.3089,4.5094995,50.487173294000975
197,43,10,0.788,0.172,0.04,148.89139,426.89423,220.91127,911.3089,3.726592,50.03968338150299
198,42,10,0.792,0.168,0.04,150.35796,429.0498,220.46884,914.3089,1.0599256,50.40062311902148
193,47,10,0.772,0.188,0.04,149.14171,423.56674,227.58104,917.3089,0.16153955,50.291397749845835
192,48,10,0.768,0.192,0.04,147.54593,424.2722,227.64067,935.39,5.0,51.18323723826325
194,47,9,0.776,0.188,0.036,150.59908,430.79422,225.61911,954.39,4.0,51.073831778034226
195,48,7,0.78,0.192,0.028,152.87024,433.6361,225.45201,973.83514,5.2957735,50.309173212008325
196,48,6,0.784,0.192,0.024,156.11626,451.36453,232.7231,1004.83514,2.8388305,50.27052169161107
199,45,6,0.796,0.18,0.024,154.02702,459.88098,229.9033,1022.35474,2.6388307,51.753040251252976
203,41,6,0.812,0.164,0.024,159.51509,472.09537,232.9245,1071.3547,0.63883066,51.63297572898956
205,39,6,0.82,0.156,0.024,160.18112,476.29437,233.89328,1085.9087,3.0,52.17106065933695
202,42,6,0.808,0.168,0.024,160.44539,472.19763,239.36916,1098.0609,0.0,51.90679753513542
205,39,6,0.82,0.156,0.024,167.17308,485.26172,244.90176,1113.6268,5.606249,51.30114695792145
207,37,6,0.828,0.148,0.024,171.70633,499.44327,251.49126,1140.6268,5.771552,51.16790740760917
209,36,5,0.836,0.144,0.02,169.71526,516.66284,255.42227,1159.2073,2.4308958,52.41292413198244
188,52,10,0.752,0.208,0.04,147.52379,420.24713,246.74718,951.684,6.0,51.80437025431457
187,53,10,0.748,0.212,0.04,148.84045,416.6369,251.75647,956.5673,7.0,51.221451577439446
189,51,10,0.756,0.204,0.04,153.64607,429.66748,257.3602,990.9042,6.0,50.9954520254687
191,49,10,0.764,0.196,0.04,159.78845,442.28204,264.0067,1039.9042,7.0,50.47172993466666
198,43,9,0.792,0.172,0.036,168.58965,464.31848,267.4421,1088.9042,7.0,50.147734803627834
198,43,9,0.792,0.172,0.036,172.48982,472.79742,275.40158,1100.9524,11.565361,49.75758419372141
195,46,9,0.78,0.184,0.036,173.7285,474.67804,282.7504,1115.0924,7.898694,49.38256328391436
195,46,9,0.78,0.184,0.036,174.51285,481.7384,285.0732,1123.5392,3.0,49.89560354773494
196,46,8,0.784,0.184,0.032,171.56343,482.8866,280.37485,1129.8047,2.0,50.51282390417328
191,52,7,0.764,0.208,0.028,167.60858,479.2028,280.91266,1105.098,5.333333,50.14852489113401
180,62,8,0.72,0.248,0.032,150.61592,443.49127,277.5226,951.5813,5.9184437,50.67922511587677
183,62,5,0.732,0.248,0.02,150.55212,448.23276,267.6842,973.5813,5.623603,50.5377839007997
183,62,5,0.732,0.248,0.02,154.67169,454.26,273.0247,983.5813,2.9569364,49.83739471231457
188,56,6,0.752,0.224,0.024,159.09422,465.86035,277.82736,998.0996,1.950078,50.126176157064045
188,55,7,0.752,0.22,0.028,152.96535,461.9981,271.56302,1008.0996,0.8897114,51.65198664043965
191,53,6,0.764,0.212,0.024,149.30034,467.4477,267.193,1018.7201,0.49280262,52.9009176947011
192,52,6,0.768,0.208,0.024,145.57869,471.17935,261.5148,1026.5803,4.0,54.21609230817558
180,58,12,0.72,0.232,0.048,133.62115,423.93564,254.73772,873.38226,3.0,53.58664828875772
176,61,13,0.704,0.244,0.052,132.0154,420.90488,260.40396,875.7175,2.0,53.62759600890059
177,60,13,0.708,0.24,0.052,133.04521,425.2359,257.62836,881.3842,2.450636,53.608850775046456
176,62,12,0.704,0.248,0.048,131.08829,422.68668,259.4001,885.038,9.0,53.73192053008825
175,62,13,0.7,0.248,0.052,125.49267,417.39453,257.81592,888.5827,9.0,54.591372315320775
169,60,21,0.676,0.24,0.084,117.03479,379.69452,251.53014,807.29926,7.0,54.80939697548457
170,61,19,0.68,0.244,0.076,118.238556,381.9928,241.56401,819.2332,3.0,54.369710700262665
171,61,18,0.684,0.244,0.072,120.69729,389.11978,245.6263,832.2187,1.0,54.082705474795155
175,60,15,0.7,0.24,0.06,122.29493,398.50085,229.00021,855.2187,4.3422813,54.203590821387486
175,61,14,0.7,0.244,0.056,126.612946,405.00366,236.12048,868.7313,6.4446373,53.32528809158976
177,62,11,0.708,0.248,0.044,131.2326,421.79462,241.36342,891.7313,3.963068,52.94883891565406
180,58,12,0.72,0.232,0.048,131.14226,418.67383,234.18748,900.7846,2.503921,53.392900325063245
180,58,12,0.72,0.232,0.048,135.35751,427.76074,242.894,912.71857,1.503921,52.87713470851305
182,58,10,0.728,0.232,0.04,139.11403,438.59778,243.63376,926.2312,0.72477436,52.43875793122698
184,57,9,0.736,0.228,0.036,136.06526,440.07925,243.57602,937.2312,0.34840488,53.76577698061056
186,56,8,0.744,0.224,0.032,138.33098,447.21567,244.07478,943.2159,2.2156153,53.47545769739009
191,51,8,0.764,0.204,0.032,136.89261,442.3299,235.61046,958.2159,2.9455948,54.113924649944245
193,49,8,0.772,0.196,0.032,136.63518,454.07382,238.75656,962.33386,0.3900392,55.29558246370426
197,47,6,0.788,0.188,0.024,138.30688,459.7648,231.88576,966.90283,2.3195257,55.01470701385552
199,45,6,0.796,0.18,0.024,138.96606,462.7803,232.46225,979.87213,0.67326164,55.453309706065745
201,43,6,0.804,0.172,0.024,138.06795,474.51044,233.55293,1002.87213,6.643942,56.39906583599805
201,42,7,0.804,0.168,0.028,137.47499,471.28827,235.60829,1016.38477,2.443942,57.082633406327666
201,43,6,0.804,0.172,0.024,142.1693,488.60602,244.74855,1039.3848,6.0,56.57409238407855
202,42,6,0.808,0.168,0.024,145.39308,501.91638,249.02023,1043.4114,4.3706884,56.63122776603269
204,39,7,0.816,0.156,0.028,147.40706,502.5979,251.6435,1054.0186,0.70402193,56.570328618813626
203,41,6,0.812,0.164,0.024,146.68869,502.59518,253.52618,1070.9369,3.0,56.6205659059815
205,39,6,0.82,0.156,0.024,146.8391,512.18036,251.40337,1097.9369,2.0,57.53422201205104
204,40,6,0.816,0.16,0.024,146.35458,513.70795,255.09685,1124.9369,2.0,57.749537563340716
202,43,5,0.808,0.172,0.02,146.96782,521.7584,261.27444,1134.4402,5.0,57.74064373831789
201,44,5,0.804,0.176,0.02,147.01157,521.65784,265.57443,1155.4402,1.0,57.704334032972845
203,42,5,0.812,0.168,0.02,149.9133,527.7899,268.4973,1160.4402,2.0,57.35048408088915
202,42,6,0.808,0.168,0.024,146.4099,528.8319,272.17963,1169.0952,3.0,58.74533331891144
205,39,6,0.82,0.156,0.024,150.14218,534.04144,269.60803,1175.2512,4.0,58.466233893377655
205,38,7,0.82,0.152,0.028,152.14958,530.1183,272.02606,1179.79,1.7759428,58.11880358535746
204,38,8,0.816,0.152,0.032,155.01819,523.1006,279.26657,1183.7156,7.0,57.14395895724011
204,39,7,0.816,0.156,0.028,156.12444,528.7214,272.14127,1166.6522,5.312789,56.5486908814055
197,46,7,0.788,0.184,0.028,149.18417,498.63812,266.47452,1093.1183,5.602173,55.31096316876211
197,46,7,0.788,0.184,0.028,147.92415,505.66653,266.10178,1098.3362,5.7674484,56.13584268681735
196,47,7,0.784,0.188,0.028,148.7406,505.7868,271.1781,1120.3362,3.4341154,55.90355000273485
199,44,7,0.796,0.176,0.028,147.98824,513.1564,271.26965,1142.3362,4.0,57.020917451634894
199,43,8,0.796,0.172,0.032,152.64455,518.8552,278.97705,1148.6129,4.0,56.466159074749164
198,44,8,0.792,0.176,0.032,156.90309,523.48706,286.02155,1155.6868,4.0,55.69232501335501
198,44,8,0.792,0.176,0.032,158.92694,527.51697,285.69186,1161.6868,3.0888672,55.29281489563437
194,49,7,0.776,0.196,0.028,153.58107,519.7407,286.1259,1161.6868,1.9781337,55.51374012121597
198,46,6,0.792,0.184,0.024,158.07268,527.6261,288.3434,1193.8428,4.0,55.42654600682727
198,46,6,0.792,0.184,0.024,156.40732,534.97705,289.4935,1207.1969,2.0,56.28161479226765
200,44,6,0.8,0.176,0.024,162.17625,549.05273,296.15424,1254.1969,0.0,55.851713920117625
201,43,6,0.804,0.172,0.024,164.17422,555.5585,301.1035,1255.1969,0.41328812,55.73954344973436
202,42,6,0.808,0.168,0.024,169.0865,562.5739,307.35046,1256.1969,0.81840897,55.32720878238889
205,40,5,0.82,0.16,0.02,174.75792,572.1259,285.831,1262.1322,1.4018679,54.14737076975144
204,41,5,0.816,0.164,0.02,178.45984,577.89136,292.9787,1268.0925,0.40186787,53.813004004882266
206,39,5,0.824,0.156,0.02,183.66953,592.77545,300.00952,1315.0925,4.5111485,53.8593245013326
180,60,10,0.72,0.24,0.04,153.2055,484.28088,298.19836,1038.7455,5.0433607,53.43818802132592
183,56,11,0.732,0.224,0.044,153.54224,483.7253,298.22177,1052.582,2.391675,54.08363469323377
183,56,11,0.732,0.224,0.044,156.75208,490.66724,303.8953,1064.2786,0.29150963,53.90381601825357
186,55,9,0.744,0.22,0.036,156.44827,497.3318,299.9049,1076.312,7.0,54.51524961409451
190,51,9,0.76,0.204,0.036,161.2573,513.57916,305.07983,1119.312,6.0,54.8862416083357
191,50,9,0.764,0.2,0.036,159.93672,507.9494,305.1734,1131.9015,7.4703426,55.22302543344268
194,50,6,0.776,0.2,0.024,158.03572,523.4169,293.22357,1145.3374,4.0,55.22855324402918
202,42,6,0.808,0.168,0.024,165.65697,545.1315,295.7245,1194.3374,6.0,55.41758547598875
186,54,10,0.744,0.216,0.04,140.52135,456.681,280.61087,1009.4444,5.8272038,54.8999498304911
186,55,9,0.744,0.22,0.036,144.51254,468.1132,286.80356,1017.4598,2.5414896,54.21847677275219
188,53,9,0.752,0.212,0.036,146.0892,475.39136,292.24002,1027.5043,5.0,54.22994069552079
