Low,Mid,High,LowPercent,MidPercent,HighPercent,LowAverage,MidAverage,HighAverage,MaxWealth,MinWealth,Gini
197,46,7,0.788,0.184,0.028,155.56258,472.28778,249.82417,1070.6628,2.6139932,53.010608716336726
172,64,14,0.688,0.256,0.056,131.76276,404.1445,244.21043,871.32416,0.12204552,52.52867479551515
174,64,12,0.696,0.256,0.048,132.07199,406.1663,240.33255,894.32416,6.0,52.45096015245509
173,63,14,0.692,0.252,0.056,132.99342,405.24185,242.86917,902.4173,5.0,52.33279810831301
176,61,13,0.704,0.244,0.052,136.01532,416.55798,247.28108,923.56445,1.3333335,52.76928455938651
178,60,12,0.712,0.24,0.048,138.89287,419.9686,244.89218,936.156,4.12113,52.41488288203983
181,59,10,0.724,0.236,0.04,140.68379,428.895,249.18239,953.0743,2.5385723,52.48857581123594
186,55,9,0.744,0.22,0.036,137.83698,432.4143,240.83377,960.0743,3.2653484,53.55547624812608
190,54,6,0.76,0.216,0.024,140.68294,438.87006,228.25404,975.0743,2.2722163,52.83185984714874
191,53,6,0.764,0.212,0.024,145.67044,447.5314,234.47449,992.2605,3.250227,52.28291287653338
193,50,7,0.772,0.2,0.028,145.54834,449.45074,236.98964,995.2605,6.4094276,52.90421594101645
192,51,7,0.768,0.204,0.028,145.50816,449.36377,233.12166,1004.76373,8.0,52.705203061952496
199,45,6,0.796,0.18,0.024,149.46167,456.22495,227.52434,1020.955,7.0,52.637921832341824
196,48,6,0.784,0.192,0.024,147.38092,449.94174,231.51038,1027.9551,10.0,52.67904187602108
197,47,6,0.788,0.188,0.024,146.31392,450.57953,228.62767,1042.9551,4.0,53.05501214376273
199,46,5,0.796,0.184,0.02,150.65674,458.11536,230.59764,1048.433,4.0,52.061696158081766
201,43,6,0.804,0.172,0.024,153.7182,455.39453,236.33475,1052.3785,8.648903,51.45101625981625
202,42,6,0.808,0.168,0.024,152.93541,461.9969,237.7583,1055.6107,9.0,52.03773961853586
202,41,7,0.808,0.164,0.028,156.41873,464.3999,244.2915,1058.9552,8.0,51.775847350130796
200,43,7,0.8,0.172,0.028,159.29454,469.06638,251.28519,1074.6218,11.583668,51.289770101313486
200,43,7,0.8,0.172,0.028,160.54138,476.59964,257.65063,1087.2113,4.0,52.19099141107291
202,41,7,0.808,0.164,0.028,160.2544,484.1672,260.19244,1097.9829,4.0,53.038051213981824
201,42,7,0.804,0.168,0.028,161.80055,489.6146,265.73987,1108.0607,7.0,53.190087947979926
186,54,10,0.744,0.216,0.04,145.0674,422.4013,245.90063,937.10657,7.5294065,52.16151446536242
187,53,10,0.748,0.212,0.04,147.72969,426.0527,248.86435,947.10657,4.5294065,51.940892859842286
187,53,10,0.748,0.212,0.04,150.7236,428.64447,251.92117,970.10657,1.5294065,51.05706493211074
191,50,9,0.764,0.2,0.036,150.82616,435.8409,245.80057,981.05676,1.0131474,51.89550902315569
193,48,9,0.772,0.192,0.036,154.1222,436.73703,246.55927,1004.05676,1.1636319,51.535859658697525
191,50,9,0.764,0.2,0.036,154.53062,432.2903,251.17227,1008.45074,0.95627356,51.16690209912304
194,50,6,0.776,0.2,0.024,155.63751,440.15347,248.33307,1012.4833,3.0,50.43272133360734
192,52,6,0.768,0.208,0.024,155.30612,442.60266,254.16608,1015.70166,2.0,50.490467365576485
181,62,7,0.724,0.248,0.028,149.1844,420.1193,257.3262,919.44403,2.3689713,49.34230453047713
175,68,7,0.7,0.272,0.028,147.25322,414.3767,260.6588,924.94836,2.7023048,48.951756244427095
176,68,6,0.704,0.272,0.024,148.8706,420.49518,249.40816,932.65753,1.0,48.649190884319985
184,60,6,0.736,0.24,0.024,152.43336,435.59293,247.54932,960.65753,1.0,49.71279186183893
186,58,6,0.744,0.232,0.024,154.5649,447.4628,250.38034,968.5813,0.6729808,50.19967014813211
185,59,6,0.74,0.236,0.024,157.34265,449.51218,256.7051,974.0689,1.2201185,49.65171088265743
184,59,7,0.736,0.236,0.028,158.48795,450.58716,261.46466,982.0441,9.506052,49.62356421801088
186,59,5,0.744,0.236,0.02,158.92082,464.47913,263.008,1028.0442,7.172719,50.4038759388277
185,60,5,0.74,0.24,0.02,161.24947,470.11313,268.46982,1033.2853,6.127249,50.06236750812969
187,58,5,0.748,0.232,0.02,163.00891,471.33066,263.4905,1037.2853,7.910635,50.063240843112006
187,58,5,0.748,0.232,0.02,161.09496,476.86392,265.1301,1045.2605,6.7939157,50.95576963642089
190,55,5,0.76,0.22,0.02,163.06927,477.5429,257.9732,1073.2605,5.5888977,51.205575778149075
193,52,5,0.772,0.208,0.02,163.18674,483.8068,254.76665,1080.9697,4.464014,52.09608023338661
191,53,6,0.764,0.212,0.024,163.87303,477.43668,257.8758,1086.474,4.2053394,51.86335038793187
189,55,6,0.756,0.22,0.024,164.8578,481.6835,262.99524,1090.9121,3.2906246,51.51575482882982
194,51,5,0.776,0.204,0.02,170.17914,505.5702,268.7636,1136.9121,1.687191,51.922168469416654
195,49,6,0.78,0.196,0.024,166.05261,506.02295,263.39508,1140.9121,3.353857,53.376764993394325
192,53,5,0.768,0.212,0.02,153.75914,490.6353,235.43996,1040.355,1.3939018,53.74669602201357
196,51,3,0.784,0.204,0.012,155.02293,500.5189,231.99924,1053.6024,0.28524208,54.07147182197287
197,51,2,0.788,0.204,0.008,158.40474,512.46027,236.31244,1075.6024,2.3333335,53.859112430141984
198,50,2,0.792,0.2,0.008,156.3322,516.31995,237.22813,1098.7562,4.3333335,54.7704614452523
198,50,2,0.792,0.2,0.008,156.30356,523.20264,231.80801,1108.8801,2.3333335,55.084710637242104
199,49,2,0.796,0.196,0.008,160.77472,530.57935,235.01974,1121.6571,0.3333335,54.402394824574465
200,49,1,0.8,0.196,0.004,162.54443,538.2095,237.54613,1123.0376,2.3333335,53.61858523883712
154,69,27,0.616,0.276,0.108,116.443306,352.41098,233.86253,747.8444,2.3333335,53.3643240404781
156,68,26,0.624,0.272,0.104,119.09703,352.81503,238.53181,760.4296,3.0,52.93678909256051
155,71,24,0.62,0.284,0.096,121.665245,359.35565,242.65665,770.0501,4.0,52.29040255841392
159,68,23,0.636,0.272,0.092,122.44777,363.2891,243.10193,782.27094,1.2085814,52.91185142804898
162,66,22,0.648,0.264,0.088,122.19891,369.9744,244.11472,795.78925,0.20858145,53.82481636361559
163,65,22,0.652,0.26,0.088,124.05442,373.78036,249.14365,816.78925,0.4788351,53.86732077030866
159,68,23,0.636,0.272,0.092,119.06784,363.04135,244.38326,782.8831,3.666667,53.806582108954906
164,66,20,0.656,0.264,0.08,122.8062,372.48358,247.51964,796.28625,6.1596575,53.59581924949453
164,66,20,0.656,0.264,0.08,121.083916,373.95053,251.44762,801.3247,3.0,54.37515435395108
161,68,21,0.644,0.272,0.084,117.56622,371.2107,254.88493,806.6736,0.0,54.926346262513114
165,64,21,0.66,0.256,0.084,117.65784,376.32388,252.71643,822.969,0.50213575,55.812092810615475
163,66,21,0.652,0.264,0.084,120.65677,379.30396,260.2861,837.114,0.03789091,54.94475032580818
168,63,19,0.672,0.252,0.076,128.70755,395.1373,267.6889,868.114,1.654758,54.357938112341806
168,64,18,0.672,0.256,0.072,130.54764,401.09644,268.98108,885.6229,6.6547585,54.06958590077557
169,63,18,0.676,0.252,0.072,136.13284,409.70645,276.26056,912.6229,6.6547585,53.32312666856888
171,63,16,0.684,0.252,0.064,137.19615,419.10162,275.78268,926.8895,6.6547585,53.340704434231164
172,62,16,0.688,0.248,0.064,140.18367,425.02466,279.25375,939.65607,6.6547585,53.104458292211355
173,63,14,0.692,0.252,0.056,137.87636,425.86948,273.03406,951.14056,6.6547585,53.37559165297717
179,59,12,0.716,0.236,0.048,143.5535,444.21286,275.96167,1000.14056,6.0,53.53270419003821
170,65,15,0.68,0.26,0.06,127.78577,401.29785,245.91064,868.3649,4.0,53.747850687541366
170,66,14,0.68,0.264,0.056,130.04802,406.76248,246.75146,883.3649,5.0,53.278996345383355
172,64,14,0.688,0.256,0.056,134.3891,412.54355,249.27574,906.3649,2.8526092,52.8292243258984
172,63,15,0.688,0.252,0.06,138.93504,416.25082,256.0982,909.3649,1.8526092,52.16491469075664
175,61,14,0.7,0.244,0.056,136.90659,417.1677,251.77573,916.3649,0.5518732,53.18998070947237
173,63,14,0.692,0.252,0.056,139.57353,422.26883,260.10736,931.3649,7.0,52.665880421634945
179,60,11,0.716,0.24,0.044,139.07855,430.61996,260.69043,934.3649,3.0,53.48686864135016
180,58,12,0.72,0.232,0.048,139.74487,430.57095,258.85907,931.21246,5.0,53.400580997833465
183,56,11,0.732,0.224,0.044,139.01302,441.29507,255.44002,969.21246,1.3493953,54.78498532559025
189,52,9,0.756,0.208,0.036,141.44069,455.6865,256.09875,988.219,7.333333,55.25547337062017
190,51,9,0.76,0.204,0.036,145.87053,467.35245,261.0667,1018.219,7.333333,54.76161143457285
193,49,8,0.772,0.196,0.032,149.80504,470.5723,259.30478,1035.6528,5.395117,54.114630895557646
193,49,8,0.772,0.196,0.032,151.64381,472.04462,263.9067,1052.9628,1.227747,53.90166539930761
194,49,7,0.776,0.196,0.028,153.63197,481.96494,264.76465,1078.9628,2.0,53.911338614798304
196,48,6,0.784,0.192,0.024,157.97766,490.05453,259.9395,1094.8811,9.0,53.13813035165368
200,45,5,0.8,0.18,0.02,164.47495,508.41733,259.10107,1110.8154,11.541174,52.52440149322502
199,46,5,0.796,0.184,0.02,163.3751,510.36646,263.17004,1112.8154,10.889476,52.77845479696408
203,43,4,0.812,0.172,0.016,164.64723,519.5109,245.43098,1122.8154,8.0,53.088577795715544
207,40,3,0.828,0.16,0.012,163.30444,525.0376,233.97874,1140.8154,6.0,53.7516719410196
209,38,3,0.836,0.152,0.012,167.34364,534.94257,238.04701,1174.8154,5.889477,53.435642025113346
176,61,13,0.704,0.244,0.052,138.98726,405.83597,235.62358,902.6159,4.7468023,51.96549170712388
178,60,12,0.712,0.24,0.048,138.47821,404.2399,230.30925,910.23663,4.6630335,51.946683730915545
179,60,11,0.716,0.24,0.044,140.04036,410.3792,233.06178,919.0846,8.0,51.58343675808283
181,58,11,0.724,0.232,0.044,144.55302,415.67633,237.064,931.1882,8.0,50.991381204905345
182,58,10,0.728,0.232,0.04,145.17813,424.27,244.43056,941.64923,2.0,51.307726738064964
183,55,12,0.732,0.22,0.048,149.21944,424.3969,250.99869,949.7487,5.0,50.78162382350275
185,53,12,0.74,0.212,0.048,148.10364,426.3277,254.42007,961.27655,10.671459,51.230886387638755
173,61,16,0.692,0.244,0.064,135.33241,382.8136,240.90616,854.20715,7.8343506,50.718973690192804
175,60,15,0.7,0.24,0.06,135.31563,387.25732,239.17068,865.20715,5.566086,50.94546672943398
162,70,18,0.648,0.28,0.072,117.557304,342.76407,230.76814,739.7977,2.0,51.05036861084955
165,71,14,0.66,0.284,0.056,124.40018,362.4164,237.39255,784.7977,3.6822376,50.52030526506861
172,65,13,0.688,0.26,0.052,133.30325,379.76538,242.81802,823.7977,1.1411285,49.847681264884166
165,69,16,0.66,0.276,0.064,126.614075,361.02023,244.02588,768.0346,1.7411284,49.89748448870524
166,69,15,0.664,0.276,0.06,128.46953,367.22388,241.22784,773.6107,8.0,49.64761455028202
166,67,17,0.664,0.268,0.068,129.95534,367.60516,247.55296,781.93506,5.0,49.90394612866658
168,65,17,0.672,0.26,0.068,131.80182,369.15546,245.41696,799.93506,4.0,49.68942379182409
171,63,16,0.684,0.252,0.064,132.24608,374.38504,246.76164,813.64667,4.0,50.32408909474908
172,63,15,0.688,0.252,0.06,135.44965,383.8128,250.87561,831.64667,5.0,50.02685043402017
174,61,15,0.696,0.244,0.06,137.5159,389.5176,252.57765,849.64667,8.0,50.23038931415068
177,60,13,0.708,0.24,0.052,140.7576,395.83493,247.05574,867.64667,8.0,49.74953794025351
178,61,11,0.712,0.244,0.044,144.28069,408.56046,252.44334,881.38293,8.0,49.57855810075126
179,63,8,0.716,0.252,0.032,145.97125,412.26938,250.66785,883.38293,5.0,48.781174757306864
181,60,9,0.724,0.24,0.036,144.66199,417.10748,252.59958,893.38293,3.0,50.045097222366174
182,59,9,0.728,0.236,0.036,148.6708,422.70325,255.05846,909.7987,2.0,49.52861811373442
182,61,7,0.728,0.244,0.028,146.82472,428.534,255.3291,920.9075,1.0,50.19750448562446
184,60,6,0.736,0.24,0.024,146.37756,431.64423,252.75981,928.2022,0.0,50.63896181801102
184,60,6,0.736,0.24,0.024,144.8481,433.24152,237.40332,933.67566,3.0,50.95518326590901
184,60,6,0.736,0.24,0.024,149.95377,442.11688,243.5835,940.773,6.538087,50.18488823913504
160,72,18,0.64,0.288,0.072,130.53964,371.8202,245.39893,823.79333,8.014412,49.43915553613625
162,70,18,0.648,0.28,0.072,129.90477,380.98883,249.26743,837.67474,7.674711,50.8265735875757
165,69,16,0.66,0.276,0.064,129.9228,390.9864,250.7253,852.67474,7.874711,51.563194643502364
164,67,19,0.656,0.268,0.076,128.27567,378.42493,241.48239,820.672,8.874711,51.09071507702175
162,67,21,0.648,0.268,0.084,125.3954,371.8945,240.31429,812.4716,9.0,51.42562002880732
160,69,21,0.64,0.276,0.084,127.92252,377.2877,247.64093,825.4805,9.0,50.89098197262502
161,71,18,0.644,0.284,0.072,134.40503,393.93924,255.9436,869.4805,8.0,50.0000014765974
168,64,18,0.672,0.256,0.072,134.14058,399.06793,250.50444,881.5945,6.333333,51.286811298559776
161,67,22,0.644,0.268,0.088,122.36291,366.67102,237.4562,790.7155,2.6666665,51.695023039170344
161,68,21,0.644,0.272,0.084,124.721855,370.20062,244.99326,800.6906,8.0,51.25689701945522
165,68,17,0.66,0.272,0.068,125.573654,374.7201,235.62132,814.0785,8.0,50.98514796605742
163,70,17,0.652,0.28,0.068,127.36938,376.59457,240.81813,819.3593,10.0,50.569694419275045
165,67,18,0.66,0.268,0.072,130.21205,377.8725,245.38545,831.3593,12.0,50.59769218730799
167,65,18,0.668,0.26,0.072,135.54237,384.30566,248.04239,859.3593,12.0,49.997422298823956
174,60,16,0.696,0.24,0.064,134.30663,391.11517,239.20453,868.7953,5.0,51.37272263908381
179,57,14,0.716,0.228,0.056,135.33047,400.18408,237.39076,874.70087,5.0,51.78683222485416
179,57,14,0.716,0.228,0.056,135.73076,401.38614,240.70903,877.70557,5.0,52.005845108447836
181,55,14,0.724,0.22,0.056,136.27101,405.23856,243.91566,883.23724,1.0,52.548252334578144
178,58,14,0.712,0.232,0.056,139.30635,405.77933,251.67484,889.56335,2.0,51.442189573717776
177,60,13,0.708,0.24,0.052,137.40254,406.3886,257.53616,896.86346,10.666667,51.66447516602057
178,60,12,0.712,0.24,0.048,138.82878,407.7293,254.78227,907.12573,12.0,50.97897362410732
180,59,11,0.72,0.236,0.044,140.3307,420.60284,257.66095,920.35114,12.981279,51.46125566176489
180,59,11,0.72,0.236,0.044,144.48105,428.0553,264.45773,936.35114,14.0,51.00083731122141
178,60,12,0.712,0.24,0.048,144.2222,423.12772,266.8395,933.68445,15.933256,50.701745370286524
177,60,13,0.708,0.24,0.052,146.92863,427.6757,273.60156,933.68445,14.933256,50.58759124703648
181,59,10,0.724,0.236,0.04,144.59329,434.04224,253.60405,953.68445,8.0,51.53699445027451
181,60,9,0.724,0.24,0.036,144.13243,437.00763,248.63695,966.2447,8.0,51.663429240361445
180,60,10,0.72,0.24,0.04,146.35608,438.99142,253.39595,966.2447,4.0,51.44132206420182
180,60,10,0.72,0.24,0.04,146.07477,439.89398,255.69772,966.8954,5.0,52.03415751890862
180,60,10,0.72,0.24,0.04,148.41359,442.08115,260.7598,978.2955,6.0,51.90250604851463
185,55,10,0.74,0.22,0.04,149.85767,448.96182,261.8106,988.8159,12.0,52.83387825054525
185,55,10,0.74,0.22,0.04,153.33783,451.00177,266.0583,1000.23804,2.0,52.178921915907274
184,58,8,0.736,0.232,0.032,154.34323,457.74197,265.25302,1020.23804,4.0,51.56402077687381
185,58,7,0.74,0.232,0.028,157.23598,466.73145,260.3649,1031.5297,7.1748457,51.07774229383359
183,60,7,0.732,0.24,0.028,157.15431,467.53186,261.7224,1051.5297,7.1748457,51.07459268335516
184,61,5,0.736,0.244,0.02,157.02533,469.73132,245.56631,1060.3761,6.0,50.963825981329144
186,60,4,0.744,0.24,0.016,158.1356,473.89075,243.71162,1070.8966,5.0,51.23815264832957
188,59,3,0.752,0.236,0.012,159.00002,475.31412,235.4757,1082.9474,4.0,51.09803218827438
189,59,2,0.756,0.236,0.008,157.6121,479.94952,234.6855,1082.9474,7.838997,51.48337038251339
187,60,3,0.748,0.24,0.012,155.01614,472.3155,230.1901,1082.9474,4.838997,51.642048116395024
145,81,24,0.58,0.324,0.096,110.44936,356.06213,226.38892,751.0386,2.9482632,51.57748770094259
146,80,24,0.584,0.32,0.096,112.14351,361.47052,231.04921,754.8602,1.9482632,51.53175667428514
145,82,23,0.58,0.328,0.092,113.56829,367.48856,237.13492,767.70416,0.67786217,51.25530856352817
152,79,19,0.608,0.316,0.076,114.77052,375.13885,237.06104,790.70416,2.0,52.18605284396836
154,79,17,0.616,0.316,0.068,119.9142,384.84055,243.10028,804.98004,0.3333335,51.63656120204542
148,79,23,0.592,0.316,0.092,113.94808,361.5114,241.93765,772.93036,0.67281294,51.351730413921366
156,76,18,0.624,0.304,0.072,118.49559,374.14914,237.11494,799.93036,4.3394794,51.42350986598468
154,77,19,0.616,0.308,0.076,122.21909,375.90863,245.13441,804.68604,4.0690784,50.50428126625048
153,80,17,0.612,0.32,0.068,120.85206,379.01172,248.5534,810.5904,3.3162584,50.782509103773926
157,78,15,0.628,0.312,0.06,121.32215,386.69595,244.49077,821.5904,2.1308808,51.29673162721884
158,77,15,0.632,0.308,0.06,122.86681,392.65442,250.3712,829.2061,0.0,51.63278803919753
163,71,16,0.652,0.284,0.064,122.65074,391.9129,249.78488,828.2061,6.0,52.69776702387026
167,68,15,0.668,0.272,0.06,125.38663,397.27228,243.72775,834.126,6.0,52.68492567560316
171,65,14,0.684,0.26,0.056,129.25037,410.67825,246.88011,846.126,5.0,52.901056638591406
172,64,14,0.688,0.256,0.056,128.94383,407.597,245.8189,851.52686,4.0,53.298214308568284
172,64,14,0.688,0.256,0.056,131.56529,407.10486,250.41008,858.84924,2.0,52.68910433663769
173,64,13,0.692,0.256,0.052,134.3161,413.6701,254.0215,863.11237,1.0,52.226377482898904
174,61,15,0.696,0.244,0.06,133.82594,406.72745,259.96948,864.4888,11.146946,52.669879243330804
173,62,15,0.692,0.248,0.06,132.25052,404.85156,258.17798,866.7087,14.0,52.980786597632694
175,62,13,0.7,0.248,0.052,135.93124,415.2631,262.31796,893.1873,9.0,52.66201893163089
179,59,12,0.716,0.236,0.048,139.3052,418.92578,261.40662,905.10333,11.0,52.12784662201012
183,57,10,0.732,0.228,0.04,144.76376,436.49466,265.66162,915.0668,3.0,51.89081795568564
182,56,12,0.728,0.224,0.048,146.07312,432.4266,269.13132,923.7436,2.0,51.78132976967027
185,55,10,0.74,0.22,0.04,151.03003,448.19843,269.68668,953.7436,4.893605,51.17139173707256
186,53,11,0.744,0.212,0.044,152.19566,446.2385,269.50272,962.9875,3.280676,51.165891799737445
186,51,13,0.744,0.204,0.052,146.71396,424.59763,262.12024,926.1924,1.2806759,51.75249217362944
186,51,13,0.744,0.204,0.052,148.37694,427.1415,264.1735,935.2258,3.6495056,51.75819530187437
187,49,14,0.748,0.196,0.056,147.42209,422.70963,256.44937,948.3619,0.69350815,52.51374725061397
192,47,11,0.768,0.188,0.044,155.93092,448.61777,260.40652,989.92236,0.84653234,51.785188631493845
192,48,10,0.768,0.192,0.04,151.72601,443.485,260.35632,999.375,1.0,52.02995140538042
191,50,9,0.764,0.2,0.036,156.40419,453.6964,266.9731,1010.21155,3.0,51.03028383290076
193,47,10,0.772,0.188,0.04,162.82947,460.5447,275.7358,1025.6454,5.0,50.43611227087241
187,54,9,0.748,0.216,0.036,153.32683,433.15637,261.13165,963.45996,14.333333,50.02957322740986
189,51,10,0.756,0.204,0.04,154.05731,436.162,261.37387,974.15765,5.0,50.58130214223639
177,60,13,0.708,0.24,0.052,144.43457,393.87582,246.96481,874.7378,5.0,49.670605285347854
182,55,13,0.728,0.22,0.052,144.66722,394.19974,242.59798,880.05414,6.0,50.45111927066319
183,54,13,0.732,0.216,0.052,146.06653,397.3618,242.57526,891.05414,5.0,50.63172432514694
189,49,12,0.756,0.196,0.048,148.05534,409.44495,243.95032,894.05414,11.243927,51.03545046628279
185,52,13,0.74,0.208,0.052,147.49416,398.70407,242.9914,861.2748,16.0,50.36109119185131
185,52,13,0.74,0.208,0.052,149.80812,404.1034,249.95328,877.1183,7.0,50.214626538290766
184,54,12,0.736,0.216,0.048,152.40356,408.8817,254.97998,881.46857,5.0,49.45244990511856
185,54,11,0.74,0.216,0.044,157.10411,417.1842,255.26256,888.74976,9.6939335,48.60637363130808
182,58,10,0.728,0.232,0.04,157.59247,416.8612,261.16827,896.29596,9.880214,48.13736548920861
177,63,10,0.708,0.252,0.04,156.26364,413.18604,264.62973,902.1306,7.480214,48.02777585528384
176,65,9,0.704,0.26,0.036,157.37706,417.34702,265.7598,908.538,4.0,47.84840983997129
174,69,7,0.696,0.276,0.028,154.9911,416.88174,262.00757,914.5959,4.0,47.39992686579354
174,69,7,0.696,0.276,0.028,155.45029,420.4429,266.4034,924.5959,6.0,47.72208412590407
165,77,8,0.66,0.308,0.032,154.0685,411.0238,274.211,926.40436,5.0,46.63087226422068
165,77,8,0.66,0.308,0.032,154.86552,415.35565,277.9582,929.18787,12.0,46.781505108869176
164,77,9,0.656,0.308,0.036,153.85736,416.7452,280.64786,932.2533,21.0,47.23442709815573
167,75,8,0.668,0.3,0.032,152.61887,421.88983,281.34836,944.2533,4.0,48.01424090426007
165,76,9,0.66,0.304,0.036,151.15443,418.43,283.04007,942.2533,6.0,48.22115962702083
167,75,8,0.668,0.3,0.032,155.27898,428.72943,285.5367,962.2533,8.0,48.11903988802805
169,73,8,0.676,0.292,0.032,153.61174,427.09497,280.65536,964.52765,10.0,48.475623086254934
169,74,7,0.676,0.296,0.028,154.9943,429.1739,278.54187,965.78485,12.0,47.843650150141904
168,74,8,0.672,0.296,0.032,151.78304,423.48553,264.49933,966.9195,7.0,47.90950903523481
167,77,6,0.668,0.308,0.024,149.5969,427.67294,263.7065,967.17645,8.0,47.819816054383416
170,74,6,0.68,0.296,0.024,151.21901,431.65637,264.8216,968.2325,8.0,48.08337044139626
167,77,6,0.668,0.308,0.024,149.47835,427.74142,263.32037,969.3191,8.0,47.674756131789756
169,74,7,0.676,0.296,0.028,151.20041,432.2591,262.5568,970.00305,7.1049366,48.07906443244429
171,73,6,0.684,0.292,0.024,153.07916,439.95346,263.16922,970.3421,7.4831867,48.141805366583874
147,87,16,0.588,0.348,0.064,129.23415,383.4577,261.30182,809.73987,5.1498537,47.957681843814505
150,84,16,0.6,0.336,0.064,128.78658,390.41068,263.85336,830.73987,1.4831872,49.10398392820935
156,80,14,0.624,0.32,0.056,131.24805,400.12558,261.65482,838.60535,2.4831872,49.952858400702105
157,81,12,0.628,0.324,0.048,134.63773,409.31094,265.46765,852.96655,5.0,49.797785425231275
161,78,11,0.644,0.312,0.044,135.06125,411.2065,259.99155,865.1116,6.333333,50.389484083927535
166,73,11,0.664,0.292,0.044,132.87178,416.5787,252.7718,870.7593,4.0,52.024275114192285
165,75,10,0.66,0.3,0.04,133.49338,418.9629,250.41537,877.20746,4.0,51.62617139225768
170,70,10,0.68,0.28,0.04,134.75471,422.98593,240.26295,892.20746,7.612055,52.40210657380522
171,67,12,0.684,0.268,0.048,139.06299,427.6708,245.71083,907.20746,9.0,52.05794863513439
169,68,13,0.676,0.272,0.052,135.84367,420.92664,249.25368,912.7119,7.0,52.31623690831476
172,68,10,0.688,0.272,0.04,134.79298,424.7138,241.10765,919.0807,6.6568155,52.16041589319503
162,71,17,0.648,0.284,0.068,125.968666,394.22037,241.20358,851.0731,5.6568155,51.842078448731634
165,70,15,0.66,0.28,0.06,127.22436,401.10736,238.86113,857.5756,5.4568157,51.75618676054001
167,65,18,0.668,0.26,0.072,128.64983,397.8463,242.18358,862.70355,1.0,52.11945164127065
169,60,21,0.676,0.24,0.084,121.717224,374.62585,232.23448,804.91364,4.0,53.217099744841114
175,57,18,0.7,0.228,0.072,123.79533,383.8302,227.43611,820.7609,6.0,53.6281939624023
177,55,18,0.708,0.22,0.072,126.67537,389.76532,232.77415,843.7609,7.0,53.65527792285139
181,53,16,0.724,0.212,0.064,126.98683,401.70248,227.76157,853.6439,5.0,54.42066818164313
184,52,14,0.736,0.208,0.056,128.23059,405.764,232.02892,867.7579,6.0,54.493180910860254
186,53,11,0.744,0.212,0.044,131.31349,409.74918,234.25961,889.7579,13.0,53.44356734975009
189,48,13,0.756,0.192,0.052,133.8531,402.54703,235.2954,893.4275,14.0,53.3395318343537
193,45,12,0.772,0.18,0.048,135.44797,406.34265,232.46999,897.98413,4.0,53.73148085166759
194,45,11,0.776,0.18,0.044,138.63368,412.6876,234.32858,919.98413,2.0,53.2976138422564
191,48,11,0.764,0.192,0.044,136.9873,411.31396,236.0257,924.2264,2.7581463,53.450126211162576
191,48,11,0.764,0.192,0.044,136.69743,413.1277,239.21591,929.1097,2.9362783,53.56311075506893
190,49,11,0.76,0.196,0.044,140.37735,417.73837,246.17513,934.743,4.7262735,52.76074819057977
190,50,10,0.76,0.2,0.04,144.55945,427.68192,250.01558,944.743,3.9999995,51.877619509316
191,50,9,0.764,0.2,0.036,146.06093,432.5963,251.93323,955.6371,1.333333,51.715636286659
191,50,9,0.764,0.2,0.036,146.76924,435.3751,252.01302,969.6371,2.0,51.84062441737479
194,47,9,0.776,0.188,0.036,151.46442,445.5527,258.34024,982.7821,17.0,51.489009735931184
193,49,8,0.772,0.196,0.032,154.04169,450.10104,253.33176,993.44574,18.333336,50.50108881315099
197,45,8,0.788,0.18,0.032,153.62584,450.27008,250.78593,999.44574,6.0,51.031370736578545
195,47,8,0.78,0.188,0.032,154.92313,453.7725,255.34865,1013.44574,7.0,51.06437942344929
195,48,7,0.78,0.192,0.028,156.31563,458.0105,256.2325,1029.9547,9.333333,50.55584903051204
195,50,5,0.78,0.2,0.02,156.26167,461.27042,246.2761,1039.9547,4.0,49.85216317272717
196,50,4,0.784,0.2,0.016,156.7481,463.126,246.91803,1049.9547,4.0,49.55869127692859
198,48,4,0.792,0.192,0.016,160.29164,468.44678,253.56929,1059.9547,6.0,49.25162058306886
199,47,4,0.796,0.188,0.016,165.08994,473.75342,258.88055,1075.9547,9.0,48.595541308983236
200,47,3,0.8,0.188,0.012,167.50768,480.46692,261.3662,1082.0117,10.0,48.275933559678386
204,43,3,0.816,0.172,0.012,171.06946,489.20386,263.276,1088.9353,12.0,48.425325581280056
207,40,3,0.828,0.16,0.012,172.00717,486.76416,263.54504,1102.9353,2.0,48.63394047885958
206,41,3,0.824,0.164,0.012,175.23561,493.00635,268.78622,1106.7522,1.0,48.49290317868326
208,39,3,0.832,0.156,0.012,173.46501,488.78757,266.64926,1109.3635,0.0,49.02998468929582
207,40,3,0.828,0.16,0.012,177.12094,495.3581,272.14905,1111.4846,11.0,48.645226950131466
208,39,3,0.832,0.156,0.012,180.56349,497.06454,273.42212,1129.4846,10.0,48.25707160356978
206,41,3,0.824,0.164,0.012,183.77547,495.41248,278.6749,1131.5061,13.0,47.28468063414039
206,41,3,0.824,0.164,0.012,183.34877,496.86795,280.38403,1133.6919,16.0,47.62779619480717
203,44,3,0.812,0.176,0.012,184.69722,497.2836,283.7309,1136.6621,14.702646,47.27952371709399
201,46,3,0.804,0.184,0.012,186.75673,500.55722,289.87146,1150.6621,14.502647,46.94793891930022
199,48,3,0.796,0.192,0.012,187.31819,500.014,291.7793,1154.479,11.706318,46.76190362671333
